"filename", "language", "JSON", "JavaScript", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useUnseenBadgesTrigger.jsx", "JavaScript JSX", 0, 0, 90, 21, 13, 124
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useUpcomingFixtures.jsx", "JavaScript JSX", 0, 0, 1, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useUpdateChildTeam.jsx", "JavaScript JSX", 0, 0, 16, 0, 3, 19
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\hooks\useUserProfile.jsx", "JavaScript JSX", 0, 0, 5, 0, 1, 6
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\lib\badgeIcons.js", "JavaScript", 0, 40, 0, 1, 1, 42
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\lib\fixtureOptions.js", "JavaScript", 0, 5, 0, 0, 1, 6
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\lib\helperFunctions.js", "JavaScript", 0, 85, 0, 4, 9, 98
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\lib\supabase.js", "JavaScript", 0, 1, 0, 0, 1, 2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\lib\supabaseClient.js", "JavaScript", 0, -27, 0, -1, -6, -34
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\app\lib\toastConfig.js", "JavaScript", 0, -2, 0, 0, 0, -2
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\eas.json", "JSON", 14, 0, 0, 0, 0, 14
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\metro.config.js", "JavaScript", 0, -8, 0, -2, -2, -12
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\package-lock.json", "JSON", 798, 0, 0, 0, 0, 798
"c:\Users\dryde\Documents\Mobile-Apps\my-expo-app\package.json", "JSON", 10, 0, 0, 0, 0, 10
"Total", "-", 822, 117, 7513, 442, 839, 9733
